"State","Year","Population","Month","Births","BirthsPerThousandWomen"
"Wisconsin",2020,1267324.66666669,"Nov",4463,3.52159167842804
"Wyoming",2020,122657.333333418,"Nov",432,3.52200710923415
"Alabama",2020,1134523.7083333,"Dec",4905,4.32340017574937
"Alaska",2020,159892.666666283,"Dec",805,5.03462739589016
"Arizona",2020,1592478.58333358,"Dec",6445,4.04715018930334
"Arkansas",2020,669623.125000107,"Dec",2957,4.41591678901401
"California",2020,9192679.70833462,"Dec",33060,3.59633981047179
"Colorado",2020,1357848.79166699,"Dec",4798,3.53353041181385
"Connecticut",2020,796810.37500038,"Dec",2551,3.20151453851085
"Delaware",2020,212506.124999726,"Dec",829,3.90106402815952
"DC",2020,193640.833333058,"Dec",710,3.66658203117115
"Florida",2020,4578887.66666634,"Dec",17723,3.87059069586287
"Georgia",2020,2554725.41666636,"Dec",10298,4.03096157920478
"Hawaii",2020,298487.458333676,"Dec",1261,4.2246331120229
"Idaho",2020,419689.749999778,"Dec",1690,4.02678407085447
"Illinois",2020,2892690.74999973,"Dec",10468,3.61877604787204
"Indiana",2020,1522286.83333327,"Dec",6180,4.0596817003718
"Iowa",2020,690269.249999912,"Dec",2899,4.19981043629043
"Kansas",2020,645016.333333446,"Dec",2829,4.38593544659516
"Kentucky",2020,987397.666666681,"Dec",4269,4.3234860118837
"Louisiana",2020,1054511.54166665,"Dec",4905,4.65144268809775
"Maine",2020,278437.499999992,"Dec",890,3.19640852974196
"Maryland",2020,1397185.00000011,"Dec",5493,3.93147650454276
"Massachusetts",2020,1615639.25000006,"Dec",4880,3.02047626040269
"Michigan",2020,2186102.08333316,"Dec",7949,3.63615224586408
"Minnesota",2020,1253746.83333328,"Dec",4976,3.96890334452176
"Mississippi",2020,670075.958333264,"Dec",2932,4.37562333573795
"Missouri",2020,1360214.4166669,"Dec",5502,4.04495051117179
"Montana",2020,229473.208333176,"Dec",856,3.73028296513447
"Nebraska",2020,431996.791666868,"Dec",1937,4.4838295963404
"Nevada",2020,705554.12500011,"Dec",2765,3.91890558360717
"New Hampshire",2020,290626.875000071,"Dec",862,2.96600236987646
"New Jersey",2020,2045944.79166691,"Dec",7616,3.72248558759738
"New Mexico",2020,460808.874999744,"Dec",1757,3.81286059215109
"New York",2020,4566889.41666696,"Dec",15491,3.39202432698836
"North Carolina",2020,2380705.20833359,"Dec",9707,4.0773632812752
"North Dakota",2020,169603.166666481,"Dec",825,4.86429596932193
"Ohio",2020,2574632.12500018,"Dec",10317,4.0071744230253
"Oklahoma",2020,892945.874999888,"Dec",3922,4.39220350281644
"Oregon",2020,960126.541666645,"Dec",3145,3.27560989465068
"Pennsylvania",2020,2806296.50000006,"Dec",10295,3.66853609374483
"Rhode Island",2020,247057.4999998,"Dec",756,3.06001639294743
"South Carolina",2020,1137055.20833312,"Dec",4804,4.22494876659724
"South Dakota",2020,185284.499999488,"Dec",873,4.71167312971355
"Tennessee",2020,1571955.75000013,"Dec",6794,4.32200461113453
"Texas",2020,7016431.66666732,"Dec",30364,4.32755586350952
"Utah",2020,817298.041666404,"Dec",3427,4.19308480540664
"Vermont",2020,136752.583333253,"Dec",403,2.94692787644039
"Virginia",2020,1953909.00000009,"Dec",7513,3.84511254106493
"Washington",2020,1759218.33333307,"Dec",6528,3.71073895508572
"West Virginia",2020,369158.041666335,"Dec",1422,3.85200873203592
"Wisconsin",2020,1267274.16666667,"Dec",4775,3.7679297231788
"Wyoming",2020,122730.125000055,"Dec",520,4.23693856744437
"Alabama",2021,1134884.08333317,"Jan",4553,4.01186347298815
"Alaska",2021,159882.666666363,"Jan",746,4.66592167590451
"Arizona",2021,1594562.50000017,"Jan",6173,3.87128130756828
"Arkansas",2021,669985.250000054,"Jan",2833,4.22845129799465
"California",2021,9186656.75000095,"Jan",31919,3.47449576800578
"Colorado",2021,1358676.9166669,"Jan",4675,3.44084744699181
"Connecticut",2021,797268.750000277,"Jan",2417,3.03160007212017
"Delaware",2021,212676.249999815,"Jan",739,3.47476504781631
"DC",2021,193836.999999738,"Jan",712,3.6731893291836
"Florida",2021,4583985.99999972,"Jan",16542,3.60864976463737
"Georgia",2021,2556431.16666627,"Jan",9660,3.77870530056054
"Hawaii",2021,298325.250000222,"Jan",1207,4.04591967994363
"Idaho",2021,420609.166666506,"Jan",1675,3.98231929483382
"Illinois",2021,2890331.16666645,"Jan",9798,3.38992296557507
"Indiana",2021,1522692.66666665,"Jan",6169,4.05137565514428
"Iowa",2021,690462.166666598,"Jan",2807,4.06539291435994
"Kansas",2021,645102.000000076,"Jan",2597,4.02571996366419
"Kentucky",2021,987306.666666659,"Jan",4120,4.17296888504757
"Louisiana",2021,1053819.08333337,"Jan",4659,4.42106247047922
"Maine",2021,278657.999999992,"Jan",885,3.17593609370636
"Maryland",2021,1396770.66666672,"Jan",5142,3.68134878739326
"Massachusetts",2021,1615384.50000009,"Jan",4905,3.03642878831617
"Michigan",2021,2185409.49999988,"Jan",7710,3.5279429324346
"Minnesota",2021,1253809.33333329,"Jan",4655,3.71268571404276
"Mississippi",2021,669894.916666621,"Jan",2742,4.09317929093136
"Missouri",2021,1360528.8333335,"Jan",5431,3.99183013761878
"Montana",2021,229959.416666588,"Jan",837,3.63977267003397
"Nebraska",2021,432101.250000138,"Jan",1826,4.22586141558123
"Nevada",2021,706144.58333341,"Jan",2566,3.63381672898629
"New Hampshire",2021,290613.083333392,"Jan",838,2.88355909647277
"New Jersey",2021,2045516.25000021,"Jan",7189,3.51451620098313
"New Mexico",2021,460890.749999816,"Jan",1671,3.62558805964465
"New York",2021,4560573.166667,"Jan",15172,3.32677482534244
"North Carolina",2021,2383073.41666692,"Jan",9276,3.89245246710605
"North Dakota",2021,169687.666666538,"Jan",790,4.65561237018167
"Ohio",2021,2574015.58333345,"Jan",9875,3.83641811026314
"Oklahoma",2021,893761.416666616,"Jan",3760,4.20693926800213
"Oregon",2021,960151.749999969,"Jan",3102,3.23073930761476
"Pennsylvania",2021,2806358.00000002,"Jan",10145,3.61500564076284
"Rhode Island",2021,246989.999999838,"Jan",731,2.95963399328102
"South Carolina",2021,1138349.41666654,"Jan",4559,4.00492145316
"South Dakota",2021,185551.999999654,"Jan",887,4.78033112012617
"Tennessee",2021,1573102.83333341,"Jan",6326,4.02135185695088
"Texas",2021,7025344.33333369,"Jan",28426,4.04620736739194
"Utah",2021,818605.083333123,"Jan",3346,4.08744102391358
"Vermont",2021,136801.833333264,"Jan",400,2.92393742286739
"Virginia",2021,1953996.66666672,"Jan",7304,3.73797976455085
"Washington",2021,1759990.66666648,"Jan",6370,3.61933737527435
"West Virginia",2021,368995.749999764,"Jan",1298,3.51765569115858
"Wisconsin",2021,1267223.66666666,"Jan",4550,3.59052637642766
"Wyoming",2021,122802.916666692,"Jan",457,3.72140998279689
"Alabama",2021,1135244.45833305,"Feb",4385,3.86260418873903
"Alaska",2021,159872.666666444,"Feb",662,4.14079538299806
"Arizona",2021,1596646.41666676,"Feb",5616,3.51737237586029
"Arkansas",2021,670347.375000001,"Feb",2623,3.91289665302261
"California",2021,9180633.79166728,"Feb",30054,3.27363019612853
"Colorado",2021,1359505.0416668,"Feb",4784,3.51892773721136
"Connecticut",2021,797727.125000173,"Feb",2543,3.18780685814018
"Delaware",2021,212846.374999904,"Feb",688,3.23237828222496
"DC",2021,194033.166666418,"Feb",627,3.23140631456033
"Florida",2021,4589084.3333331,"Feb",16082,3.50440280279606
"Georgia",2021,2558136.91666618,"Feb",9072,3.54633090234389
"Hawaii",2021,298163.041666768,"Feb",1117,3.7462724882193
"Idaho",2021,421528.583333233,"Feb",1570,3.72453983448818
"Illinois",2021,2887971.58333318,"Feb",9666,3.34698584147559
"Indiana",2021,1523098.50000004,"Feb",5657,3.71413930221838
"Iowa",2021,690655.083333284,"Feb",2730,3.95276899552277
"Kansas",2021,645187.666666706,"Feb",2547,3.94768860533061
"Kentucky",2021,987215.666666638,"Feb",3892,3.94240096811009
"Louisiana",2021,1053126.6250001,"Feb",4409,4.18658107708517
"Maine",2021,278878.499999992,"Feb",812,2.91166224717941
"Maryland",2021,1396356.33333333,"Feb",4893,3.5041198891687
"Massachusetts",2021,1615129.75000012,"Feb",4791,2.96632515127633
"Michigan",2021,2184716.9166666,"Feb",7623,3.48923924278073
"Minnesota",2021,1253871.83333331,"Feb",4672,3.72605865751038
"Mississippi",2021,669713.874999978,"Feb",2652,3.95990003940128
"Missouri",2021,1360843.25000011,"Feb",4997,3.67198793836072
"Montana",2021,230445.624999999,"Feb",826,3.58435965100228
"Nebraska",2021,432205.708333407,"Feb",1877,4.34283944846019
"Nevada",2021,706735.04166671,"Feb",2444,3.45815596497983
"New Hampshire",2021,290599.291666713,"Feb",944,3.24845939776987
"New Jersey",2021,2045087.70833351,"Feb",7377,3.60718025439179
"New Mexico",2021,460972.624999888,"Feb",1573,3.41235013684464
"New York",2021,4554256.91666703,"Feb",15248,3.34807637755294
"North Carolina",2021,2385441.62500024,"Feb",8801,3.68946358098329
"North Dakota",2021,169772.166666595,"Feb",764,4.50014872873933
"Ohio",2021,2573399.04166672,"Feb",9732,3.78176872005706
"Oklahoma",2021,894576.958333345,"Feb",3507,3.9202887659143
"Oregon",2021,960176.958333294,"Feb",2873,2.99215678429427
"Pennsylvania",2021,2806419.49999999,"Feb",9647,3.43747611502843
"Rhode Island",2021,246922.499999877,"Feb",694,2.81059846713178
"South Carolina",2021,1139643.62499996,"Feb",4236,3.71695142856625
"South Dakota",2021,185819.499999821,"Feb",833,4.48284491132957
"Tennessee",2021,1574249.91666669,"Feb",6058,3.84818187751737
"Texas",2021,7034257.00000007,"Feb",26792,3.80878890265166
"Utah",2021,819912.124999841,"Feb",3427,4.17971621044226
"Vermont",2021,136851.083333276,"Feb",361,2.63790385291178
"Virginia",2021,1954084.33333334,"Feb",6946,3.55460605333819
"Washington",2021,1760762.99999988,"Feb",6131,3.48201319541608
"West Virginia",2021,368833.458333194,"Feb",1241,3.3646622126101
"Wisconsin",2021,1267173.16666664,"Feb",4414,3.48334396285492
"Wyoming",2021,122875.708333328,"Feb",445,3.62154575575537
"Alabama",2021,1135604.83333293,"Mar",4756,4.18807657417365
"Alaska",2021,159862.666666525,"Mar",800,5.00429535351621
"Arizona",2021,1598730.33333336,"Mar",6011,3.75985860446334
"Arkansas",2021,670709.49999995,"Mar",3005,4.48033015784065
"California",2021,9174610.8333336,"Mar",34599,3.7711681321995
"Colorado",2021,1360333.16666671,"Mar",5277,3.87919675069782
"Connecticut",2021,798185.50000007,"Mar",3007,3.7672946952804
"Delaware",2021,213016.499999994,"Mar",818,3.8400781160146
"DC",2021,194229.333333098,"Mar",702,3.6142841452073
"Florida",2021,4594182.6666665,"Mar",17226,3.7495243985366
"Georgia",2021,2559842.6666661,"Mar",10140,3.96118094757995
"Hawaii",2021,298000.833333314,"Mar",1417,4.75502026001076
"Idaho",2021,422447.999999964,"Mar",1950,4.61595273264441
"Illinois",2021,2885611.99999991,"Mar",11322,3.92360442083009
"Indiana",2021,1523504.33333342,"Mar",6323,4.15029997726707
"Iowa",2021,690847.99999997,"Mar",3080,4.45828894344361
"Kansas",2021,645273.333333336,"Mar",2939,4.55465900755234
"Kentucky",2021,987124.666666616,"Mar",4343,4.3996469206526
"Louisiana",2021,1052434.16666683,"Mar",4893,4.64922192282739
"Maine",2021,279098.999999992,"Mar",960,3.43963969774176
"Maryland",2021,1395941.99999994,"Mar",5656,4.05174427017759
"Massachusetts",2021,1614875.00000015,"Mar",5728,3.54702376344886
"Michigan",2021,2184024.33333331,"Mar",8622,3.94775821331665
"Minnesota",2021,1253934.33333333,"Mar",5399,4.30564811607626
"Mississippi",2021,669532.833333335,"Mar",2922,4.36423705384624
"Missouri",2021,1361157.66666672,"Mar",5869,4.31177088718337
"Montana",2021,230931.833333412,"Mar",965,4.17872229250769
"Nebraska",2021,432310.166666677,"Mar",2080,4.81136036202391
"Nevada",2021,707325.500000011,"Mar",2765,3.90909135892875
"New Hampshire",2021,290585.500000034,"Mar",994,3.42067997198719
"New Jersey",2021,2044659.16666681,"Mar",8447,4.13125088900281
"New Mexico",2021,461054.49999996,"Mar",1729,3.75009895793263
"New York",2021,4547940.66666705,"Mar",17804,3.91473884663663
"North Carolina",2021,2387809.83333358,"Mar",9708,4.06565039831787
"North Dakota",2021,169856.666666653,"Mar",905,5.32802166532611
"Ohio",2021,2572782.49999998,"Mar",10824,4.20711816875312
"Oklahoma",2021,895392.500000075,"Mar",4060,4.5343243326247
"Oregon",2021,960202.166666619,"Mar",3419,3.56070848274504
"Pennsylvania",2021,2806480.99999995,"Mar",11000,3.91949918777294
"Rhode Island",2021,246854.999999914,"Mar",870,3.52433614875251
"South Carolina",2021,1140937.83333338,"Mar",4621,4.05017685012622
"South Dakota",2021,186086.999999987,"Mar",946,5.08364367204622
"Tennessee",2021,1575396.99999998,"Mar",6809,4.32208516329541
"Texas",2021,7043169.66666647,"Mar",30340,4.30771959727046
"Utah",2021,821219.166666564,"Mar",4101,4.99379479493458
"Vermont",2021,136900.333333288,"Mar",423,3.08983908001301
"Virginia",2021,1954171.99999996,"Mar",8063,4.12604417625478
"Washington",2021,1761535.33333329,"Mar",6916,3.92612050926795
"West Virginia",2021,368671.166666623,"Mar",1456,3.94931888263617
"Wisconsin",2021,1267122.66666663,"Mar",5132,4.05012090384317
"Wyoming",2021,122948.499999966,"Mar",551,4.48155121860091
"Alabama",2021,1135965.2083328,"Apr",4519,3.97811479335032
"Alaska",2021,159852.666666606,"Apr",815,5.09844481793847
"Arizona",2021,1600814.24999996,"Apr",6030,3.76683303512581
"Arkansas",2021,671071.624999897,"Apr",2679,3.99212230140175
"California",2021,9168587.87499993,"Apr",33443,3.64756279330532
"Colorado",2021,1361161.29166662,"Apr",5335,3.91944733711004
"Connecticut",2021,798643.874999966,"Apr",2975,3.72506456648168
"Delaware",2021,213186.625000083,"Apr",852,3.99649837319611
"DC",2021,194425.499999778,"Apr",664,3.4151898799322
"Florida",2021,4599280.99999988,"Apr",16753,3.64252586436889
"Georgia",2021,2561548.41666601,"Apr",9821,3.83400912358415
"Hawaii",2021,297838.624999861,"Apr",1270,4.26405406619304
"Idaho",2021,423367.416666692,"Apr",1862,4.39807110018085
"Illinois",2021,2883252.41666664,"Apr",10907,3.78288072766439
"Indiana",2021,1523910.16666681,"Apr",6314,4.14328884871893
"Iowa",2021,691040.916666656,"Apr",2971,4.29931126847175
"Kansas",2021,645358.999999966,"Apr",2855,4.42389429759274
"Kentucky",2021,987033.666666595,"Apr",4108,4.16196543110177
"Louisiana",2021,1051741.70833356,"Apr",4225,4.01714600317062
"Maine",2021,279319.499999992,"Apr",1007,3.60519047184328
"Maryland",2021,1395527.66666655,"Apr",5447,3.90318309705106
"Massachusetts",2021,1614620.25000017,"Apr",5673,3.51351966507257
"Michigan",2021,2183331.75000003,"Apr",8583,3.93114788900032
"Minnesota",2021,1253996.83333335,"Apr",5282,4.21213184881775
"Mississippi",2021,669351.791666692,"Apr",2606,3.89331892801995
"Missouri",2021,1361472.08333332,"Apr",5523,4.05663844864003
"Montana",2021,231418.041666824,"Apr",955,4.12673097188735
"Nebraska",2021,432414.624999946,"Apr",2053,4.74775801119182
"Nevada",2021,707915.958333311,"Apr",2610,3.68687832118502
"New Hampshire",2021,290571.708333355,"Apr",1084,3.73057654586383
"New Jersey",2021,2044230.62500011,"Apr",8376,4.09738504920381
"New Mexico",2021,461136.375000032,"Apr",1734,3.76027590536504
"New York",2021,4541624.41666709,"Apr",17293,3.80766844931898
"North Carolina",2021,2390178.04166691,"Apr",9559,3.99928366563587
"North Dakota",2021,169941.16666671,"Apr",847,4.98407782301004
"Ohio",2021,2572165.95833325,"Apr",10489,4.07788617449739
"Oklahoma",2021,896208.041666804,"Apr",3781,4.2188864908732
"Oregon",2021,960227.374999943,"Apr",3361,3.50021264494797
"Pennsylvania",2021,2806542.49999992,"Apr",10851,3.86632306476753
"Rhode Island",2021,246787.499999953,"Apr",880,3.56582079724528
"South Carolina",2021,1142232.04166679,"Apr",4456,3.90113377794727
"South Dakota",2021,186354.500000153,"Apr",997,5.3500183789454
"Tennessee",2021,1576544.08333326,"Apr",6360,4.03414028648864
"Texas",2021,7052082.33333285,"Apr",28647,4.06220441650194
"Utah",2021,822526.208333282,"Apr",3908,4.75121638727954
"Vermont",2021,136949.583333299,"Apr",468,3.41731598307248
"Virginia",2021,1954259.66666658,"Apr",7793,3.987699348722
"Washington",2021,1762307.6666667,"Apr",7082,4.01859455868746
"West Virginia",2021,368508.875000052,"Apr",1395,3.78552619662092
"Wisconsin",2021,1267072.16666661,"Apr",5181,4.08895415454518
"Wyoming",2021,123021.291666602,"Apr",529,4.30006865342978
"Alabama",2021,1136325.58333268,"May",4512,3.97069296527406
"Alaska",2021,159842.666666686,"May",860,5.38029061910813
"Arizona",2021,1602898.16666655,"May",6060,3.78065190042771
"Arkansas",2021,671433.749999844,"May",2759,4.10911724351158
"California",2021,9162564.91666626,"May",34330,3.74676745127943
"Colorado",2021,1361989.41666653,"May",5422,3.98094135949335
"Connecticut",2021,799102.249999862,"May",3059,3.82804578513016
"Delaware",2021,213356.750000172,"May",854,4.00268564270552
"DC",2021,194621.666666458,"May",711,3.65324175965727
"Florida",2021,4604379.33333326,"May",16919,3.67454520471748
"Georgia",2021,2563254.16666592,"May",9872,3.85135431686071
"Hawaii",2021,297676.416666407,"May",1283,4.31004919492095
"Idaho",2021,424286.83333342,"May",1950,4.59594747421168
"Illinois",2021,2880892.83333337,"May",11075,3.84429433537296
"Indiana",2021,1524316.0000002,"May",6584,4.31931436788642
"Iowa",2021,691233.833333342,"May",3040,4.39793287510275
"Kansas",2021,645444.666666596,"May",2829,4.38302482939458
"Kentucky",2021,986942.666666573,"May",4232,4.28798971098666
"Louisiana",2021,1051049.25000029,"May",4385,4.17202143476987
"Maine",2021,279539.999999992,"May",1045,3.73828432424708
"Maryland",2021,1395113.33333316,"May",5700,4.08568957360742
"Massachusetts",2021,1614365.5000002,"May",6098,3.7773354299254
"Michigan",2021,2182639.16666675,"May",8923,4.08817001741377
"Minnesota",2021,1254059.33333337,"May",5580,4.44955023393353
"Mississippi",2021,669170.750000049,"May",2760,4.12450783301541
"Missouri",2021,1361786.49999993,"May",5852,4.29729623549675
"Montana",2021,231904.250000236,"May",949,4.09220615835646
"Nebraska",2021,432519.083333216,"May",2151,4.97319097095851
"Nevada",2021,708506.416666611,"May",2798,3.94915265999151
"New Hampshire",2021,290557.916666676,"May",1098,3.77893678684244
"New Jersey",2021,2043802.08333341,"May",8337,4.07916210086374
"New Mexico",2021,461218.250000104,"May",1732,3.7552720431154
"New York",2021,4535308.16666713,"May",17790,3.92255594244952
"North Carolina",2021,2392546.25000023,"May",9809,4.09981625224551
"North Dakota",2021,170025.666666767,"May",838,4.92866763253101
"Ohio",2021,2571549.41666652,"May",10841,4.21574632388481
"Oklahoma",2021,897023.583333532,"May",3961,4.41571445120771
"Oregon",2021,960252.583333268,"May",3525,3.6709091557597
"Pennsylvania",2021,2806603.99999988,"May",11055,3.93892405198613
"Rhode Island",2021,246719.999999991,"May",883,3.57895590142685
"South Carolina",2021,1143526.25000021,"May",4578,4.00340613081612
"South Dakota",2021,186622.000000319,"May",952,5.10122064921805
"Tennessee",2021,1577691.16666654,"May",6552,4.15290402737282
"Texas",2021,7060994.99999923,"May",29387,4.16187803560309
"Utah",2021,823833.250000001,"May",4097,4.97309376624456
"Vermont",2021,136998.833333311,"May",446,3.25550217580982
"Virginia",2021,1954347.33333321,"May",7916,4.05045708354154
"Washington",2021,1763080.00000011,"May",7238,4.10531569752908
"West Virginia",2021,368346.583333482,"May",1380,3.74647156357799
"Wisconsin",2021,1267021.6666666,"May",5356,4.22723631403328
"Wyoming",2021,123094.083333239,"May",549,4.46000315477188
"Alabama",2021,1136685.95833255,"Jun",4930,4.33716979070631
"Alaska",2021,159832.666666767,"Jun",809,5.0615435309396
"Arizona",2021,1604982.08333315,"Jun",6223,3.87730184942399
"Arkansas",2021,671795.874999793,"Jun",3018,4.49243603944566
"California",2021,9156541.95833258,"Jun",34913,3.81290231168861
"Colorado",2021,1362817.54166644,"Jun",5524,4.05336725651866
"Connecticut",2021,799560.624999759,"Jun",3114,3.89463900876927
"Delaware",2021,213526.875000262,"Jun",914,4.28049162429263
"DC",2021,194817.833333138,"Jun",688,3.53150421719105
"Florida",2021,4609477.66666666,"Jun",17483,3.79283755433462
"Georgia",2021,2564959.91666584,"Jun",10350,4.03515077672397
"Hawaii",2021,297514.208332953,"Jun",1267,4.2586201415365
"Idaho",2021,425206.25000015,"Jun",1992,4.68478532476721
"Illinois",2021,2878533.25000009,"Jun",11921,4.1413452493556
"Indiana",2021,1524721.83333358,"Jun",6963,4.5667346317042
"Iowa",2021,691426.750000028,"Jun",3196,4.6223262261691
"Kansas",2021,645530.333333226,"Jun",2952,4.57298417683521
"Kentucky",2021,986851.666666552,"Jun",4339,4.39681073312319
"Louisiana",2021,1050356.79166701,"Jun",4739,4.5118002164567
"Maine",2021,279760.499999993,"Jun",1073,3.83542351404158
"Maryland",2021,1394698.99999977,"Jun",5963,4.27547449306335
"Massachusetts",2021,1614110.75000023,"Jun",6194,3.83740706763716
"Michigan",2021,2181946.58333347,"Jun",9498,4.35299382329031
"Minnesota",2021,1254121.83333338,"Jun",5806,4.62953426507852
"Mississippi",2021,668989.708333406,"Jun",3000,4.48437391880606
"Missouri",2021,1362100.91666654,"Jun",6050,4.44166796011424
"Montana",2021,232390.458333649,"Jun",1025,4.41068022908403
"Nebraska",2021,432623.541666486,"Jun",2188,5.05751488134863
"Nevada",2021,709096.874999912,"Jun",2852,4.02201744296272
"New Hampshire",2021,290544.124999997,"Jun",1134,3.90302161504733
"New Jersey",2021,2043373.54166671,"Jun",8852,4.33205178568562
"New Mexico",2021,461300.125000177,"Jun",1828,3.96271299514454
"New York",2021,4528991.91666715,"Jun",18496,4.08391102044869
"North Carolina",2021,2394914.45833357,"Jun",10239,4.2753092764426
"North Dakota",2021,170110.166666824,"Jun",866,5.09081859696334
"Ohio",2021,2570932.87499978,"Jun",11256,4.37817731822382
"Oklahoma",2021,897839.125000263,"Jun",4172,4.64671218242887
"Oregon",2021,960277.791666593,"Jun",3551,3.69788828900971
"Pennsylvania",2021,2806665.49999984,"Jun",11510,4.10095182343626
"Rhode Island",2021,246652.500000029,"Jun",942,3.81913826131862
"South Carolina",2021,1144820.45833363,"Jun",4804,4.19629118699764
"South Dakota",2021,186889.500000486,"Jun",1027,5.4952257884864
"Tennessee",2021,1578838.24999983,"Jun",6892,4.36523500744979
"Texas",2021,7069907.66666563,"Jun",31080,4.39609701644919
"Utah",2021,825140.291666723,"Jun",4216,5.10943416844181
"Vermont",2021,137048.083333323,"Jun",523,3.81617887152775
"Virginia",2021,1954434.99999983,"Jun",8395,4.29535901680063
"Washington",2021,1763852.33333351,"Jun",7200,4.08197436028711
"West Virginia",2021,368184.291666911,"Jun",1541,4.18540398077089
"Wisconsin",2021,1266971.16666658,"Jun",5553,4.3828937438332
"Wyoming",2021,123166.874999877,"Jun",536,4.3518194319742
"Alabama",2021,1137046.33333243,"Jul",5154,4.5327968165508
"Alaska",2021,159822.666666848,"Jul",861,5.38722083642094
"Arizona",2021,1607065.99999975,"Jul",6908,4.29851667573148
"Arkansas",2021,672157.99999974,"Jul",3181,4.73251824719966
"California",2021,9150518.99999891,"Jul",36434,3.98163208010435
"Colorado",2021,1363645.66666635,"Jul",5605,4.1103052919182
"Connecticut",2021,800018.999999655,"Jul",3246,4.05740363666538
"Delaware",2021,213697.000000351,"Jul",999,4.67484335296405
"DC",2021,195013.999999818,"Jul",742,3.80485503605225
"Florida",2021,4614576.00000004,"Jul",18488,4.00643526079099
"Georgia",2021,2566665.66666575,"Jul",10941,4.26272893353228
"Hawaii",2021,297351.999999499,"Jul",1353,4.55016277005797
"Idaho",2021,426125.666666878,"Jul",1968,4.61835593099459
"Illinois",2021,2876173.66666682,"Jul",12000,4.17220981440482
"Indiana",2021,1525127.66666697,"Jul",7248,4.75238903497165
"Iowa",2021,691619.666666714,"Jul",3328,4.81189324190189
"Kansas",2021,645615.999999856,"Jul",3112,4.82020272112323
"Kentucky",2021,986760.66666653,"Jul",4760,4.82386475342618
"Louisiana",2021,1049664.33333374,"Jul",5036,4.7977242248535
"Maine",2021,279980.999999993,"Jul",1135,4.05384651101335
"Maryland",2021,1394284.66666639,"Jul",6216,4.45820007105286
"Massachusetts",2021,1613856.00000026,"Jul",6266,3.88262645489994
"Michigan",2021,2181254.00000019,"Jul",9728,4.45981990176254
"Minnesota",2021,1254184.3333334,"Jul",5862,4.67395409446698
"Mississippi",2021,668808.666666763,"Jul",3117,4.66052573082618
"Missouri",2021,1362415.33333314,"Jul",6291,4.61753464313198
"Montana",2021,232876.66666706,"Jul",1012,4.34564791090401
"Nebraska",2021,432727.999999755,"Jul",2179,5.03549573866547
"Nevada",2021,709687.333333212,"Jul",2977,4.19480503620915
"New Hampshire",2021,290530.333333318,"Jul",1185,4.0787479448505
"New Jersey",2021,2042945,"Jul",9161,4.48421274189955
"New Mexico",2021,461382.000000249,"Jul",1877,4.06821245735418
"New York",2021,4522675.66666719,"Jul",18860,4.17009783367866
"North Carolina",2021,2397282.6666669,"Jul",10610,4.42584437268376
"North Dakota",2021,170194.666666881,"Jul",866,5.08829105494244
"Ohio",2021,2570316.33333305,"Jul",11672,4.5410752943644
"Oklahoma",2021,898654.666666991,"Jul",4326,4.81386249964588
"Oregon",2021,960302.999999917,"Jul",3681,3.83316515724757
"Pennsylvania",2021,2806726.99999981,"Jul",12222,4.35453822192213
"Rhode Island",2021,246585.000000067,"Jul",957,3.88101466025809
"South Carolina",2021,1146114.66666704,"Jul",5064,4.41840606989731
"South Dakota",2021,187157.000000652,"Jul",992,5.30036279699153
"Tennessee",2021,1579985.33333311,"Jul",7183,4.54624473307412
"Texas",2021,7078820.33333201,"Jul",33019,4.66447775832417
"Utah",2021,826447.333333442,"Jul",4197,5.07836353354977
"Vermont",2021,137097.333333334,"Jul",514,3.74916117989164
"Virginia",2021,1954522.66666645,"Jul",8469,4.3330272625819
"Washington",2021,1764624.66666692,"Jul",7466,4.23092805004365
"West Virginia",2021,368022.00000034,"Jul",1545,4.19811859073254
"Wisconsin",2021,1266920.66666656,"Jul",5522,4.35859967027699
"Wyoming",2021,123239.666666513,"Jul",582,4.72250547037661
"Alabama",2021,1137406.70833231,"Aug",5172,4.5471861227048
"Alaska",2021,159812.666666928,"Aug",820,5.1310075546702
"Arizona",2021,1609149.91666634,"Aug",7112,4.41972492826141
"Arkansas",2021,672520.124999687,"Aug",3357,4.99167218230319
"California",2021,9144496.04166524,"Aug",38341,4.19279529733582
"Colorado",2021,1364473.79166625,"Aug",5648,4.13932464990979
"Connecticut",2021,800477.374999551,"Aug",3323,4.1512728576518
"Delaware",2021,213867.12500044,"Aug",918,4.29238481603056
"DC",2021,195210.166666497,"Aug",735,3.7651727497149
"Florida",2021,4619674.33333342,"Aug",19586,4.23969279796988
"Georgia",2021,2568371.41666566,"Aug",11251,4.38059695221433
"Hawaii",2021,297189.791666046,"Aug",1420,4.77809144129575
"Idaho",2021,427045.083333606,"Aug",2047,4.79340491177343
"Illinois",2021,2873814.08333355,"Aug",11838,4.1192643840997
"Indiana",2021,1525533.50000036,"Aug",7204,4.72228240153253
"Iowa",2021,691812.5833334,"Aug",3312,4.78742376156502
"Kansas",2021,645701.666666485,"Aug",3024,4.68327736493507
"Kentucky",2021,986669.666666509,"Aug",4730,4.79390434285918
"Louisiana",2021,1048971.87500047,"Aug",5113,4.87429655823489
"Maine",2021,280201.499999992,"Aug",1112,3.96857261649217
"Maryland",2021,1393870.333333,"Aug",6153,4.41432739678666
