"State","Year","Population","Month","Births","BirthsPerThousandWomen"
"South Dakota",2022,189564.500002148,"Apr",922,4.86377987434119
"Tennessee",2022,1590309.08333265,"Apr",6460,4.06210344121435
"Texas",2022,7159034.33332947,"Apr",29814,4.16452814888713
"Utah",2022,838210.708333921,"Apr",3822,4.55971268560484
"Vermont",2022,137540.583333439,"Apr",437,3.17724404978408
"Virginia",2022,1955311.66666605,"Apr",7572,3.87252842044911
"Washington",2022,1771575.66666758,"Apr",6861,3.87282357118049
"West Virginia",2022,366561.375001204,"Apr",1374,3.74834909978032
"Wisconsin",2022,1266466.16666643,"Apr",4850,3.82955354643709
"Wyoming",2022,123894.791666246,"Apr",489,3.9468971489721
"Alabama",2022,1140650.08333119,"May",4588,4.02226771123451
"Alaska",2022,159722.666667655,"May",798,4.99616001065427
"Arizona",2022,1627905.16666571,"May",6005,3.68878981587085
"Arkansas",2022,675779.249999216,"May",2805,4.15076372943273
"California",2022,9090289.41666217,"May",34022,3.74267511633226
"Colorado",2022,1371926.91666542,"May",5389,3.9280518040264
"Connecticut",2022,804602.749998619,"May",2953,3.67013411277188
"Delaware",2022,215398.250001244,"May",870,4.03903002923642
"DC",2022,196975.666666617,"May",626,3.178057526565
"Florida",2022,4665559.3333339,"May",17311,3.71038042026784
"Georgia",2022,2583723.16666488,"May",9861,3.81658535528354
"Hawaii",2022,295729.916664962,"May",1209,4.08818970239558
"Idaho",2022,435319.833334165,"May",1881,4.3209609486276
"Illinois",2022,2852577.83333409,"May",10743,3.76606726535612
"Indiana",2022,1529186.00000083,"May",6522,4.26501419709339
"Iowa",2022,693548.833333574,"May",2974,4.28809026425051
"Kansas",2022,646472.666666155,"May",2689,4.15949527126508
"Kentucky",2022,985850.666666316,"May",4126,4.18521804519562
"Louisiana",2022,1042739.75000103,"May",4384,4.20430888915061
"Maine",2022,282185.999999994,"May",1053,3.7315812974422
"Maryland",2022,1390141.3333325,"May",5661,4.07224780981747
"Massachusetts",2022,1611308.50000053,"May",5756,3.57225199271158
"Michigan",2022,2174328.16666738,"May",8812,4.05274610111235
"Minnesota",2022,1254809.33333358,"May",5588,4.453266206711
"Mississippi",2022,666998.250000333,"May",2660,3.98801646031106
"Missouri",2022,1365559.49999921,"May",5559,4.07085886774118
"Montana",2022,237738.750001181,"May",1015,4.26939234767138
"Nebraska",2022,433772.583332451,"May",1992,4.5922681067035
"Nevada",2022,715591.916666215,"May",2668,3.72838197003346
"New Hampshire",2022,290392.416666527,"May",1059,3.64678944497405
"New Jersey",2022,2038659.583333,"May",8332,4.08699915773974
"New Mexico",2022,462200.75000097,"May",1769,3.82734125809248
"New York",2022,4459513.16666751,"May",17340,3.88831680767472
"North Carolina",2022,2420964.75000019,"May",9673,3.99551459805404
"North Dakota",2022,171039.666667452,"May",851,4.97545403695493
"Ohio",2022,2564150.91666572,"May",10633,4.14679180187513
"Oklahoma",2022,906810.083334283,"May",3807,4.1982329817087
"Oregon",2022,960555.083333164,"May",3321,3.45737590443642
"Pennsylvania",2022,2807341.99999944,"May",10809,3.85026120793339
"Rhode Island",2022,245910.000000447,"May",847,3.44434955877541
"South Carolina",2022,1159056.75000122,"May",4583,3.95407731329393
"South Dakota",2022,189832.000002314,"May",1001,5.27308356856481
"Tennessee",2022,1591456.16666593,"May",6431,4.0409532695285
"Texas",2022,7167946.99999585,"May",30452,4.24835730509972
"Utah",2022,839517.75000064,"May",3921,4.67053853238602
"Vermont",2022,137589.83333345,"May",466,3.38687814869755
"Virginia",2022,1955399.33333267,"May",7777,3.9771927234655
"Washington",2022,1772348.00000099,"May",7043,3.97382455364075
"West Virginia",2022,366399.083334634,"May",1351,3.68723629902241
"Wisconsin",2022,1266415.66666641,"May",5041,3.98052561468181
"Wyoming",2022,123967.583332883,"May",549,4.42857709443122
"Alabama",2022,1141010.45833107,"Jun",4709,4.12704367923828
"Alaska",2022,159712.666667736,"Jun",816,5.1091752271446
"Arizona",2022,1629989.08333231,"Jun",6268,3.84542452712988
"Arkansas",2022,676141.374999164,"Jun",2995,4.42954700117812
"California",2022,9084266.45832849,"Jun",34190,3.76365005989608
"Colorado",2022,1372755.04166533,"Jun",5322,3.87687521696785
"Connecticut",2022,805061.124998516,"Jun",2980,3.70158228669344
"Delaware",2022,215568.375001334,"Jun",930,4.31417641847625
"DC",2022,197171.833333297,"Jun",690,3.499485643234
"Florida",2022,4670657.6666673,"Jun",18099,3.87504315059647
"Georgia",2022,2585428.9166648,"Jun",10414,4.0279583526257
"Hawaii",2022,295567.708331507,"Jun",1253,4.23929937094021
"Idaho",2022,436239.250000895,"Jun",1932,4.42876242794759
