"State","Year","Month","Population","BirthsPerThousandWomen","TreatedOriginal","Tau"
"Colorado",2020,4,1351223.79166773,3.77731655664564,"Control",0.00849399935619877
"Connecticut",2020,4,793143.375001209,3.44704385886831,"Control",-0.0136600693236315
"Delaware",2020,4,211145.124999011,3.81254362374586,"Control",-0.0262660957220051
"DC",2020,4,192071.499999619,3.56638022820335,"Control",-0.0175428367968391
"Florida",2020,4,4538100.99999925,3.65042558550432,"Control",-0.0497719426840737
"Georgia",2020,4,2541079.41666705,3.82121075646503,"Control",-0.0176648150546472
"Hawaii",2020,4,299785.125001306,4.34311075305797,"Control",0.0441997516430215
"Idaho",2020,4,412334.416665947,4.34113653299567,"Control",0.0293032893357772
"Illinois",2020,4,2911567.41666591,3.7048772898937,"Control",-0.0110564582807484
"Indiana",2020,4,1519040.16666618,4.12958138807303,"Control",-0.00961463777403893
"Iowa",2020,4,688725.916666424,4.16856681377148,"Control",-0.068805645947303
"Kansas",2020,4,644331.000000406,4.330072586913,"Control",0.0233313592013387
"Kentucky",2020,4,988125.666666852,4.14117367662672,"Control",-0.0415904487517844
"Louisiana",2020,4,1060051.20833282,4.14602612161743,"Control",-0.183600653116724
"Maine",2020,4,276673.499999991,3.27461791606363,"Control",-0.0657026736301525
"Maryland",2020,4,1400499.66666722,3.97858002584158,"Control",0.0264727284733683
"Massachusetts",2020,4,1617677.24999984,3.31771989746442,"Control",-0.0230028110133955
"Michigan",2020,4,2191642.7499994,3.88566977898306,"Control",0.0102331790165309
"Minnesota",2020,4,1253246.83333313,4.23779247530582,"Control",0.0289929603379226
"Mississippi",2020,4,671524.291666408,4.02070339600056,"Control",-0.128669601045011
"Missouri",2020,4,1357699.08333404,4.08927137695798,"Control",-0.029438194145154
"Montana",2020,4,225583.541665879,4.05614697438896,"Control",-0.00246314718037777
"Nebraska",2020,4,431161.125000711,4.62008257353145,"Control",-0.0145208715734242
"Nevada",2020,4,700830.458333707,3.80833904728657,"Control",-0.0241458642556585
"New Hampshire",2020,4,290737.208333503,3.38793925155294,"Control",-0.00318450698497186
"New Jersey",2020,4,2049373.12500052,3.82995165899719,"Control",-0.0403245569356012
"New Mexico",2020,4,460153.874999167,3.81611477248383,"Control",0.0212507143327865
"New York",2020,4,4617419.41666671,3.71722783900593,"Control",0.0019302821566578
"North Carolina",2020,4,2361759.54166695,3.94239965404277,"Control",-0.0307704396636459
"North Dakota",2020,4,168927.166666024,4.8778418312614,"Control",-0.0350012809217537
"Ohio",2020,4,2579564.45833405,4.01191758033589,"Control",-0.0377869940937519
"Oklahoma",2020,4,886421.541666053,4.34443413092369,"Control",0.0306911755066608
"Oregon",2020,4,959924.875000047,3.52527587119756,"Control",0.0826662442038546
"Pennsylvania",2020,4,2805804.50000035,3.76861609566835,"Control",-0.00925516810495663
"Rhode Island",2020,4,247597.499999496,3.31990428013883,"Control",-0.0197902712554971
"South Carolina",2020,4,1126701.54166578,3.89011627118208,"Control",-0.0255952270693518
"South Dakota",2020,4,183144.499998158,5.12709909393645,"Control",0.203952979457359
"Tennessee",2020,4,1562779.08333387,3.96025264607269,"Control",-0.0722902779609145
"Texas",2020,4,6945130.33333622,4.17717142913055,"Control",-0.0127339383206353
"Utah",2020,4,806841.708332643,4.8113526605141,"Control",0.0833703534449475
"Vermont",2020,4,136358.58333316,2.99944447941869,"Control",-0.0471116279260722
"Virginia",2020,4,1953207.66666711,3.95400864526518,"Control",0.0138580132122339
"Washington",2020,4,1753039.66666582,3.90749857533362,"Control",0.0127595006079124
"West Virginia",2020,4,370456.3749989,3.79801805274421,"Control",0.0339226525895975
"Wisconsin",2020,4,1267678.16666679,3.93159725477076,"Control",-0.0160856537463436
"Wyoming",2020,4,122147.791666959,4.33900599238886,"Control",0.0473069377525555
"Alabama",2020,5,1132001.08333416,3.98409512711452,"Control",-0.175132229759551
"Alaska",2020,5,159962.666665717,5.20121361654139,"Control",0.0614392269813795
"Arizona",2020,5,1577891.1666674,3.82535888881892,"Control",-0.14627023488862
"Arkansas",2020,5,667088.250000473,4.22732674424711,"Control",-0.170099218605773
"California",2020,5,9234840.41667035,3.78003283489182,"Control",0.000248316631656031
"Colorado",2020,5,1352051.91666763,3.89630008660015,"Control",0.000757200774828437
"Connecticut",2020,5,793601.750001105,3.59248199742003,"Control",-0.0465204038265097
"Delaware",2020,5,211315.2499991,4.1596619269255,"Control",-0.0167255684991297
"DC",2020,5,192267.666666298,3.7863880735783,"Control",0.0661112196698332
"Florida",2020,5,4543199.33333263,3.71808471533848,"Control",-0.107465739247371
"Georgia",2020,5,2542785.16666696,3.94803309835214,"Control",-0.0599781959514938
"Hawaii",2020,5,299622.916667852,4.47896314115278,"Control",0.0672419964098427
"Idaho",2020,5,413253.833332675,4.50328551097037,"Control",-0.00220778911883812
"Illinois",2020,5,2909207.83333264,3.93749799129261,"Control",0.0295352126529225
"Indiana",2020,5,1519445.99999956,4.39831359587766,"Control",0.00547952451507783
"Iowa",2020,5,688918.83333311,4.66818418135041,"Control",0.127679629430324
"Kansas",2020,5,644416.666667036,4.46605457131517,"Control",-0.0113238817310393
"Kentucky",2020,5,988034.666666831,4.23163289817021,"Control",-0.141686346201535
"Louisiana",2020,5,1059358.74999955,4.32431411927447,"Control",-0.149789560132478
"Maine",2020,5,276893.99999999,3.65843969172331,"Control",0.00451098898184066
"Maryland",2020,5,1400085.33333383,4.11546343841753,"Control",-0.0334761780838315
"Massachusetts",2020,5,1617422.49999987,3.59584462315843,"Control",0.00183044861745385
"Michigan",2020,5,2190950.16666612,4.11510957080291,"Control",-0.00369550880000613
"Minnesota",2020,5,1253309.33333315,4.46976644233678,"Control",0.0666774666212024
"Mississippi",2020,5,671343.249999765,4.13946219017019,"Control",-0.200661253875912
"Missouri",2020,5,1358013.50000065,4.25989874179986,"Control",-0.0742482696515934
"Montana",2020,5,226069.749999291,4.15800875616021,"Control",0.00609717068694771
"Nebraska",2020,5,431265.583333981,4.72794509646961,"Control",-0.0768678707533033
"Nevada",2020,5,701420.916667006,3.90493059861275,"Control",-0.0248960856675819
"New Hampshire",2020,5,290723.416666824,3.47409235753955,"Control",-0.0571113885436012
"New Jersey",2020,5,2048944.58333382,4.09869552759484,"Control",0.00293199864997895
"New Mexico",2020,5,460235.749999239,3.95014946145102,"Control",0.00347752281311786
"New York",2020,5,4611103.16666675,3.87564523153328,"Control",-0.00773385382103342
"North Carolina",2020,5,2364127.75000028,4.07972877100185,"Control",-0.0491802741004506
"North Dakota",2020,5,169011.666666081,5.19490764939131,"Control",0.163885110126039
"Ohio",2020,5,2578947.91666732,4.24979501492346,"Control",-0.00361242210752621
"Oklahoma",2020,5,887237.083332782,4.29535698134315,"Control",-0.154777952575041
"Oregon",2020,5,959950.083333372,3.64081430970224,"Control",0.0445690067593456
"Pennsylvania",2020,5,2805866.00000032,3.97845085973412,"Control",0.00654115192237015
"Rhode Island",2020,5,247529.999999534,3.53088514524156,"Control",-0.0249886696956625
"South Carolina",2020,5,1127995.7499992,4.02040521872819,"Control",-0.099981076395026
"South Dakota",2020,5,183411.999998324,5.1632390465654,"Control",-0.0528578557087194
"Tennessee",2020,5,1563926.16666715,4.14341810893119,"Control",-0.0829140348141575
"Texas",2020,5,6954043.0000026,4.2365283044682,"Control",-0.12967402443149
"Utah",2020,5,808148.749999362,4.80109633282618,"Control",-0.0753645795304125
"Vermont",2020,5,136407.833333171,3.37224035276967,"Control",-0.0222901173652033
"Virginia",2020,5,1953295.33333374,4.06390158443272,"Control",-0.0216224050491229
"Washington",2020,5,1753811.99999922,4.04547351711765,"Control",0.00685279911825987
"West Virginia",2020,5,370294.083332329,3.85639432083069,"Control",-0.0758859264507015
"Wisconsin",2020,5,1267627.66666678,4.21732669661375,"Control",0.0710867702058913
"Wyoming",2020,5,122220.583333596,4.39369527908636,"Control",0.000491131889263308
"Alabama",2020,6,1132361.45833404,4.23804604499734,"Control",0.041660705977872
"Alaska",2020,6,159952.666665798,5.06399809946525,"Control",0.0225967331341268
"Arizona",2020,6,1579975.083334,3.85069363699191,"Control",-0.0544283302113833
"Arkansas",2020,6,667450.375000421,4.2744750873774,"Control",-0.0231943566469761
"California",2020,6,9228817.45833667,3.73146398825908,"Control",0.0039576940747823
"Colorado",2020,6,1352880.04166754,3.82443368269562,"Control",-0.0247737560402124
"Connecticut",2020,6,794060.125001002,3.62944808492476,"Control",-0.023538620776471
"Delaware",2020,6,211485.37499919,4.22724266395927,"Control",0.0700778044428478
"DC",2020,6,192463.833332979,4.02673056323878,"Control",0.26513604483089
"Florida",2020,6,4548297.66666602,3.71699506914471,"Control",-0.0516811402127382
"Georgia",2020,6,2544490.91666687,3.96896681133728,"Control",0.0214230171216179
"Hawaii",2020,6,299460.708334398,3.99718549607967,"Control",-0.207102269939693
"Idaho",2020,6,414173.249999405,4.38705300258433,"Control",-0.0420618801926986
"Illinois",2020,6,2906848.24999936,3.85262629378828,"Control",-0.0187849645921006
"Indiana",2020,6,1519851.83333295,4.26357349965472,"Control",-0.0630096382824492
"Iowa",2020,6,689111.749999796,4.39696464325401,"Control",-0.0290199363055565
"Kansas",2020,6,644502.333333666,4.41425865021207,"Control",0.000450778790814788
"Kentucky",2020,6,987943.666666809,4.38587760233229,"Control",0.0552235613202772
"Louisiana",2020,6,1058666.29166628,4.31864132823569,"Control",-0.0870710504997048
"Maine",2020,6,277114.499999991,3.91174045385584,"Control",0.114394496195311
"Maryland",2020,6,1399671.00000044,4.14740321118189,"Control",0.0126190667791688
"Massachusetts",2020,6,1617167.7499999,3.66875978079601,"Control",0.042355685159484
"Michigan",2020,6,2190257.58333284,4.12554215940676,"Control",-0.00270879137570379
"Minnesota",2020,6,1253371.83333317,4.43124685930583,"Control",0.00567791132191786
"Mississippi",2020,6,671162.208333122,4.49965740398343,"Control",0.1603396634418
"Missouri",2020,6,1358327.91666726,4.3273792196085,"Control",0.0170857742348822
"Montana",2020,6,226555.958332704,4.2682611709551,"Control",0.0174947741482825
"Nebraska",2020,6,431370.04166725,4.69202727240217,"Control",-0.0585912590340243
"Nevada",2020,6,702011.375000308,3.91304200733043,"Control",0.0244073372766094
"New Hampshire",2020,6,290709.625000145,3.46393759752364,"Control",-0.0902281537692713
"New Jersey",2020,6,2048516.04166712,4.12298455477385,"Control",0.0238040301601545
"New Mexico",2020,6,460317.624999311,3.87341240736256,"Control",-0.0304028360175792
"New York",2020,6,4604786.91666677,3.92569739428579,"Control",0.0377584308438546
"North Carolina",2020,6,2366495.95833361,4.09930976887492,"Control",0.0177556351029633
"North Dakota",2020,6,169096.166666139,5.05038060198093,"Control",0.0286032483918888
"Ohio",2020,6,2578331.37500058,4.28300260667522,"Control",0.0059028142386266
"Oklahoma",2020,6,888052.624999513,4.42991765268658,"Control",-0.00639631362464677
"Oregon",2020,6,959975.291666697,3.55529983909731,"Control",-0.0172785726752549
"Pennsylvania",2020,6,2805927.50000028,3.97658171852227,"Control",0.0103100398028775
"Rhode Island",2020,6,247462.499999572,3.45506894984686,"Control",-0.0116868598966291
"South Carolina",2020,6,1129289.95833262,4.05387470792652,"Control",-0.0248563687491146
"South Dakota",2020,6,183679.499998491,5.18294093792623,"Control",-0.116166383417943
"Tennessee",2020,6,1565073.25000043,4.21641606870361,"Control",0.0407700569230292
"Texas",2020,6,6962955.666669,4.26011616618413,"Control",-0.0391382054505511
"Utah",2020,6,809455.791666084,5.08242703598704,"Control",0.123463810849462
"Vermont",2020,6,136457.083333183,3.2391136407392,"Control",-0.0428972756958421
"Virginia",2020,6,1953383.00000036,4.0596237399417,"Control",-0.0129467468452233
"Washington",2020,6,1754584.33333263,4.06307058861017,"Control",0.0128102842787614
"West Virginia",2020,6,370131.791665758,3.97966355003131,"Control",0.0780656935990445
"Wisconsin",2020,6,1267577.16666676,4.15201546572478,"Control",-0.0122031500354991
"Wyoming",2020,6,122293.375000233,4.21936184195602,"Control",-0.0237708451971068
"Alabama",2020,7,1132721.83333392,4.61190015612599,"Control",0.0801811988405792
"Alaska",2020,7,159942.666665879,4.85799078005344,"Control",-0.142236724324504
"Arizona",2020,7,1582059.00000059,4.28049775640318,"Control",0.0637321038423968
"Arkansas",2020,7,667812.500000368,4.66448291997871,"Control",-0.0222868777810508
"California",2020,7,9222794.500003,4.03240037496096,"Control",-0.00102975609718836
"Colorado",2020,7,1353708.16666745,4.06734637167377,"Control",-0.0130137044547105
"Connecticut",2020,7,794518.500000898,3.79349253667044,"Control",-0.0677468903606746
"Delaware",2020,7,211655.499999279,4.37503395849933,"Control",-0.014591937455207
"DC",2020,7,192659.999999659,3.95515415759032,"Control",0.0460829183738976
"Florida",2020,7,4553395.9999994,3.9232256539959,"Control",-0.0790866357999582
"Georgia",2020,7,2546196.66666679,4.18545831102317,"Control",-0.0145934639347214
"Hawaii",2020,7,299298.500000945,4.42033621951271,"Control",-0.0483696616903755
"Idaho",2020,7,415092.666666133,4.72906451411457,"Control",0.0170299967616288
"Illinois",2020,7,2904488.66666609,4.11948586245784,"Control",0.020636327518079
"Indiana",2020,7,1520257.66666633,4.73275034736539,"Control",0.0514737090875323
"Iowa",2020,7,689304.666666482,4.57417474808069,"Control",-0.0545972231705392
"Kansas",2020,7,644588.000000296,4.7037797787092,"Control",-0.00237748980095009
"Kentucky",2020,7,987852.666666788,4.71629035098968,"Control",0.0714230493415853
"Louisiana",2020,7,1057973.83333301,4.68064506321426,"Control",-0.0343502835222429
"Maine",2020,7,277334.999999991,4.0023797933908,"Control",0.0889203428692698
"Maryland",2020,7,1399256.66666705,4.42949470790321,"Control",0.0397767101994306
"Massachusetts",2020,7,1616912.99999993,3.75344870132176,"Control",-0.0144613688839361
"Michigan",2020,7,2189564.99999956,4.28486936903078,"Control",-0.0173339005281559
"Minnesota",2020,7,1253434.33333319,4.58899189772793,"Control",-0.0227603580082691
"Mississippi",2020,7,670981.166666479,4.68120441532643,"Control",0.0241020419324922
"Missouri",2020,7,1358642.33333386,4.62520550539611,"Control",0.0281060363132255
"Montana",2020,7,227042.166666115,4.22388499053698,"Control",-0.0297573966139648
"Nebraska",2020,7,431474.50000052,4.96668980437411,"Control",-0.027358598436086
"Nevada",2020,7,702601.833333608,4.36947336933906,"Control",0.0825471579050809
"New Hampshire",2020,7,290695.833333466,4.00074533805198,"Control",0.0437013606124248
"New Jersey",2020,7,2048087.50000042,4.25714233400586,"Control",-0.0322564707746347
"New Mexico",2020,7,460399.499999383,4.22024784997074,"Control",0.000338482201978962
"New York",2020,7,4598470.6666668,4.09570950110068,"Control",0.0175604288731748
"North Carolina",2020,7,2368864.16666694,4.31852536922533,"Control",-0.0455199700415987
"North Dakota",2020,7,169180.666666196,5.33157847036804,"Control",0.112388275699093
"Ohio",2020,7,2577714.83333385,4.51873102849597,"Control",0.0238989530354363
"Oklahoma",2020,7,888868.166666241,4.70598470827076,"Control",-0.0343546111352708
"Oregon",2020,7,960000.500000021,3.78958135959296,"Control",0.0160544631518693
"Pennsylvania",2020,7,2805989.00000024,4.1956686216514,"Control",-0.00442850819827978
"Rhode Island",2020,7,247394.99999961,3.69045453627373,"Control",-0.0598297395019607
"South Carolina",2020,7,1130584.16666604,4.25355328845724,"Control",-0.0818598895741411
"South Dakota",2020,7,183946.999998657,5.47440295306448,"Control",0.14363678465057
"Tennessee",2020,7,1566220.33333371,4.42083393545416,"Control",0.00251474907581084
"Texas",2020,7,6971868.33333538,4.65915281914969,"Control",0.0191205638073084
"Utah",2020,7,810762.833332803,5.20250784395366,"Control",0.0588578591693123
"Vermont",2020,7,136506.333333195,3.45038935922737,"Control",-0.0186336929134705
"Virginia",2020,7,1953470.66666698,4.31949153062889,"Control",-0.00379523913211433
"Washington",2020,7,1755356.66666604,4.33074379945731,"Control",0.0651630052383707
"West Virginia",2020,7,369969.499999188,4.17601991516433,"Control",0.027959236835442
"Wisconsin",2020,7,1267526.66666675,4.31233530918454,"Control",-0.0149371753793321
"Wyoming",2020,7,122366.16666687,4.66632252650762,"Control",0.0478203952524563
"Alabama",2020,8,1133082.20833379,4.59013473316126,"Control",0.0127692741526424
"Alaska",2020,8,159932.66666596,4.88955768888235,"Control",-0.09631896851071
"Arizona",2020,8,1584142.91666719,4.22941637999168,"Control",-0.01601987142962
"Arkansas",2020,8,668174.625000316,4.6784177115354,"Control",0.000660011710295727
"California",2020,8,9216771.54166933,4.03449297098071,"Control",0.0234713743538295
"Colorado",2020,8,1354536.29166736,3.99251022897516,"Control",0.00246368652458306
"Connecticut",2020,8,794976.875000794,3.7938210466776,"Control",0.027760537914217
"Delaware",2020,8,211825.624999368,4.53675045218381,"Control",0.042892057782896
"DC",2020,8,192856.166666338,3.98742759068966,"Control",0.102274521669489
"Florida",2020,8,4558494.33333279,3.97587419764308,"Control",-0.0723614187587689
"Georgia",2020,8,2547902.4166667,4.33258351175074,"Control",0.0644309871450668
"Hawaii",2020,8,299136.291667491,4.45281979185796,"Control",-0.0587637180241547
"Idaho",2020,8,416012.083332861,4.62486566396333,"Control",4.551983909451e-05
"Illinois",2020,8,2902129.08333282,4.1514349134891,"Control",0.0824950302087313
"Indiana",2020,8,1520663.49999972,4.57563425439045,"Control",-0.00762224767265085
"Iowa",2020,8,689497.583333168,4.6265571875958,"Control",-0.00901131626410656
"Kansas",2020,8,644673.666666926,4.71556410193909,"Control",0.0104311239813386
"Kentucky",2020,8,987761.666666767,4.60030000489275,"Control",-0.00728605057022769
"Louisiana",2020,8,1057281.37499973,4.81990898591331,"Control",0.0638137630512965
"Maine",2020,8,277555.499999991,3.59207437791733,"Control",-0.0572542290945206
"Maryland",2020,8,1398842.33333366,4.44152986505165,"Control",0.0732478170877853
"Massachusetts",2020,8,1616658.24999995,3.65197777576069,"Control",0.000249560008928729
"Michigan",2020,8,2188872.41666628,4.15967597319683,"Control",-0.0257845938117711
"Minnesota",2020,8,1253496.8333332,4.43798488521689,"Control",-0.00818659820989431
"Mississippi",2020,8,670800.124999836,4.68544933559869,"Control",0.0157118979471926
"Missouri",2020,8,1358956.75000047,4.66019246013371,"Control",0.0966807349991603
"Montana",2020,8,227528.374999527,4.07861217310557,"Control",-0.0341877528962149
"Nebraska",2020,8,431578.95833379,4.93304865515107,"Control",-0.0126801610501621
"Nevada",2020,8,703192.291666907,4.20226449438917,"Control",-0.00329419910578199
"New Hampshire",2020,8,290682.041666787,3.62595499177144,"Control",-0.0452768333109264
"New Jersey",2020,8,2047658.95833372,4.22775480495279,"Control",-0.0207962766190466
"New Mexico",2020,8,460481.374999455,4.34110934454703,"Control",0.049533038110118
"New York",2020,8,4592154.41666684,3.92321302058407,"Control",-0.0719955360192053
"North Carolina",2020,8,2371232.37500027,4.42892063667898,"Control",0.0241973227771597
"North Dakota",2020,8,169265.166666253,5.37617997797672,"Control",0.228682008333018
"Ohio",2020,8,2577098.29166712,4.4755762856599,"Control",0.0536012285579481
"Oklahoma",2020,8,889683.70833297,4.72639878713644,"Control",-0.0278729663397908
"Oregon",2020,8,960025.708333346,3.60615342896412,"Control",-0.0282643167727725
"Pennsylvania",2020,8,2806050.50000021,4.11681828249319,"Control",0.00309973190019619
"Rhode Island",2020,8,247327.499999648,3.82084483125145,"Control",0.0822196958030128
"South Carolina",2020,8,1131878.37499945,4.37591185537262,"Control",-0.00708685738893156
"South Dakota",2020,8,184214.499998823,4.94532189380218,"Control",-0.225244761858336
"Tennessee",2020,8,1567367.416667,4.44567108254518,"Control",-0.0106537028819575
"Texas",2020,8,6980781.00000176,4.68543562675749,"Control",0.0112398398645821
"Utah",2020,8,812069.874999522,4.95277576945256,"Control",-0.0102146665318532
"Vermont",2020,8,136555.583333206,3.54434427495361,"Control",0.052663895385733
"Virginia",2020,8,1953558.3333336,4.314690713953,"Control",0.00880582711574807
"Washington",2020,8,1756128.99999944,4.11245415342625,"Control",-0.0235678245561362
"West Virginia",2020,8,369807.208332617,4.0750963368041,"Control",-0.0583080127255231
"Wisconsin",2020,8,1267476.16666673,4.18548304064078,"Control",-0.0480348156492152
"Wyoming",2020,8,122438.958333507,4.59820965208203,"Control",0.0790159047118797
"Alabama",2020,9,1133442.58333367,4.41222173362423,"Control",-0.0105931440646732
"Alaska",2020,9,159922.66666604,5.12747828118931,"Control",0.105744183825506
"Arizona",2020,9,1586226.83333379,4.24970745566848,"Control",0.0537067409698437
"Arkansas",2020,9,668536.750000264,4.6354968518915,"Control",0.0932448525630578
"California",2020,9,9210748.58333564,3.95049323850099,"Control",0.014841989322663
"Colorado",2020,9,1355364.41666727,3.87275918967009,"Control",0.0203125355370481
"Connecticut",2020,9,795435.250000691,3.64077402905828,"Control",-0.0116866064115091
"Delaware",2020,9,211995.749999458,4.37744624598547,"Control",0.0520153112284163
"DC",2020,9,193052.333333019,3.81243773277989,"Control",0.0647552369514632
"Florida",2020,9,4563592.66666618,3.98655211559239,"Control",-0.0485174657520901
"Georgia",2020,9,2549608.16666661,4.15436385028845,"Control",-0.0205204665437995
"Hawaii",2020,9,298974.083334037,4.45189089688722,"Control",-0.000913732129945721
"Idaho",2020,9,416931.499999591,4.61226844218267,"Control",0.200449679432229
"Illinois",2020,9,2899769.49999954,3.91617333722621,"Control",0.0205633043311213
"Indiana",2020,9,1521069.33333311,4.47316887593181,"Control",0.0056938052292459
"Iowa",2020,9,689690.499999854,4.48752012678245,"Control",0.00258995756495484
"Kansas",2020,9,644759.333333556,4.62808345025736,"Control",0.017024000929811
"Kentucky",2020,9,987670.666666745,4.55516211206668,"Control",0.00296158660859103
"Louisiana",2020,9,1056588.91666646,4.82496070097365,"Control",0.113641011372545
"Maine",2020,9,277775.999999991,3.60362306318772,"Control",0.0224572355592323
"Maryland",2020,9,1398428.00000027,4.10532397806599,"Control",-0.0518525276761626
"Massachusetts",2020,9,1616403.49999998,3.5164487085063,"Control",-0.0115878684993755
"Michigan",2020,9,2188179.833333,4.054968364499,"Control",0.0242472411386441
"Minnesota",2020,9,1253559.33333322,4.22556783643838,"Control",-0.0147881593429151
"Mississippi",2020,9,670619.083333193,4.72101089677311,"Control",0.132151264089164
"Missouri",2020,9,1359271.16666708,4.3574822634715,"Control",0.0067426767265566
"Montana",2020,9,228014.58333294,3.77168857986708,"Control",-0.0508792585800091
"Nebraska",2020,9,431683.416667059,4.72800186710472,"Control",-0.0574878754630737
"Nevada",2020,9,703782.750000209,4.15469120264617,"Control",0.0763689722418395
"New Hampshire",2020,9,290668.250000108,3.48163241083133,"Control",0.00248600352041928
"New Jersey",2020,9,2047230.41666702,4.22619746637306,"Control",0.0450284919362556
"New Mexico",2020,9,460563.249999527,4.19269231750901,"Control",0.0537568781578717
"New York",2020,9,4585838.16666686,3.90506584601439,"Control",0.013002288314051
"North Carolina",2020,9,2373600.5833336,4.29853281619539,"Control",0.0264612967042721
"North Dakota",2020,9,169349.66666631,4.74166861858812,"Control",-0.145616144272665
"Ohio",2020,9,2576481.75000038,4.30936489264803,"Control",0.0190428777686424
"Oklahoma",2020,9,890499.2499997,4.65132340089157,"Control",0.0113314691688267
"Oregon",2020,9,960050.916666671,3.44356735940479,"Control",-0.020653088252002
"Pennsylvania",2020,9,2806112.00000017,3.95101834851899,"Control",-0.0368044746702281
"Rhode Island",2020,9,247259.999999686,3.32039149074271,"Control",-0.101216476442031
"South Carolina",2020,9,1133172.58333287,4.32679017487289,"Control",0.0140017138183666
"South Dakota",2020,9,184481.99999899,5.25254496376506,"Control",0.245105808410744
"Tennessee",2020,9,1568514.50000028,4.38695338806162,"Control",-0.010183844319239
"Texas",2020,9,6989693.66666816,4.64269273412503,"Control",0.0183692075198065
"Utah",2020,9,813376.916666244,4.67802801141125,"Control",0.0136736085624465
"Vermont",2020,9,136604.833333218,3.16240640582774,"Control",-0.00946031547471193
"Virginia",2020,9,1953646.00000023,4.15121265572118,"Control",-0.000420395747553926
"Washington",2020,9,1756901.33333285,3.90915520962772,"Control",-0.0506335027959675
"West Virginia",2020,9,369644.916666047,4.11746498160298,"Control",0.0929892019957572
"Wisconsin",2020,9,1267425.66666672,3.97577556816597,"Control",-0.0387313986872746
"Wyoming",2020,9,122511.750000144,4.20367842267698,"Control",0.0108423397867865
"Alabama",2020,10,1133802.95833354,4.21325413281793,"Control",-0.0327293139661409
"Alaska",2020,10,159912.666666121,5.03399772377473,"Control",0.0777361342492782
"Arizona",2020,10,1588310.75000038,4.18431972458689,"Control",0.0348831077173672
"Arkansas",2020,10,668898.875000211,4.51488276161183,"Control",0.04392851054312
"California",2020,10,9204725.62500197,3.90364704651284,"Control",0.00569073847122636
"Colorado",2020,10,1356192.54166717,3.85933400987873,"Control",0.0294911108059916
"Connecticut",2020,10,795893.625000587,3.5632902575365,"Control",0.00815488485927585
"Delaware",2020,10,212165.874999547,4.2608171554541,"Control",0.0581393228373308
"DC",2020,10,193248.499999698,3.82409177820865,"Control",0.0507105988208436
"Florida",2020,10,4568690.99999956,3.95977753803042,"Control",-0.00312192127992184
"Georgia",2020,10,2551313.91666653,4.010482572591,"Control",-0.0538431614542247
"Hawaii",2020,10,298811.875000583,4.63167670293324,"Control",0.116462787606449
"Idaho",2020,10,417850.916666319,4.20245578018506,"Control",-0.115066840808399
"Illinois",2020,10,2897409.91666627,3.80374207205056,"Control",0.00214712374457715
"Indiana",2020,10,1521475.16666649,4.30897601461613,"Control",-0.0146380761475049
"Iowa",2020,10,689883.41666654,4.33116658237383,"Control",-0.0222519853327627
"Kansas",2020,10,644845.000000186,4.39485457745533,"Control",-0.048650369912326
"Kentucky",2020,10,987579.666666724,4.46444995661084,"Control",0.0191607232271656
"Louisiana",2020,10,1055896.45833319,4.61124759115688,"Control",-0.0154791777660437
"Maine",2020,10,277996.499999991,3.45328088662997,"Control",0.00320409655387133
"Maryland",2020,10,1398013.66666689,4.02642701871473,"Control",-0.0545988448277388
"Massachusetts",2020,10,1616148.75000001,3.36169551224785,"Control",-0.0392166141920458
"Michigan",2020,10,2187487.24999972,3.95750878090883,"Control",0.0345186761471026
"Minnesota",2020,10,1253621.83333324,4.20541495036214,"Control",0.00494270039144951
"Mississippi",2020,10,670438.04166655,4.56418014764431,"Control",0.0859537589416259
"Missouri",2020,10,1359585.58333368,4.27998065832082,"Control",0.0226281314986547
"Montana",2020,10,228500.791666351,3.7767921664802,"Control",-0.0398580623917879
"Nebraska",2020,10,431787.875000329,4.84728757146876,"Control",0.12499453487691
"Nevada",2020,10,704373.208333509,4.13133260261961,"Control",0.0384032209539278
"New Hampshire",2020,10,290654.458333429,3.50244068450581,"Control",0.0556503000030224
"New Jersey",2020,10,2046801.87500031,3.88068825664857,"Control",-0.117978292297844
"New Mexico",2020,10,460645.1249996,4.05952412934279,"Control",0.0326066547856048
"New York",2020,10,4579521.9166669,3.82703703987422,"Control",0.020421157537541
"North Carolina",2020,10,2375968.79166693,4.12589594374361,"Control",-0.00711368129672341
"North Dakota",2020,10,169434.166666367,4.90455978478251,"Control",0.0413108868592467
"Ohio",2020,10,2575865.20833365,4.17684899240519,"Control",0.0102312638954007
"Oklahoma",2020,10,891314.791666429,4.51916655895403,"Control",-0.00236208156064421
"Oregon",2020,10,960076.124999995,3.45389278376235,"Control",0.00158345708552954
"Pennsylvania",2020,10,2806173.50000013,3.94131011500161,"Control",0.0173654650802062
"Rhode Island",2020,10,247192.499999724,3.41838850289124,"Control",-0.0152316270312536
"South Carolina",2020,10,1134466.79166629,4.16495223545503,"Control",0.000388603443919777
"South Dakota",2020,10,184749.499999156,4.64953897035676,"Control",-0.222383686798234
"Tennessee",2020,10,1569661.58333356,4.20791339364544,"Control",-0.0301911936819028
"Texas",2020,10,6998606.33333454,4.56605193633949,"Control",0.0575224786531541
"Utah",2020,10,814683.958332963,4.63860858109043,"Control",-0.00850004611980282
"Vermont",2020,10,136654.08333323,2.88319229392681,"Control",-0.121823651165339
